Level,Date and Time,Source,Event ID,Task Category
Information,6/5/2018 9:59:46 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:42 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:42 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:42 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:40 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsCamera_2017.1117.10.1000_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,6/5/2018 9:59:27 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:27 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:23 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:23 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:23 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:59:23 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH4NNS1-Microsoft.DesktopAppInstaller
Information,6/5/2018 9:59:17 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH4NNS1-Microsoft.DesktopAppInstaller
Information,6/5/2018 9:59:14 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.DesktopAppInstaller_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:59:10 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.DesktopAppInstaller_1.0.20921.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,6/5/2018 9:59:07 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:58:51 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:58:51 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:53:21 AM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,6/5/2018 9:50:21 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 9:47:43 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,6/5/2018 9:46:32 AM,Microsoft-Windows-DNS-Client,1014,(1014),Name resolution for the name wtlxeqae timed out after none of the configured DNS servers responded.
Information,6/5/2018 9:44:02 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 9:41:03 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 9:40:56 AM,Lfsvc,1,None,Geolocation positioning is enabled.
Information,6/5/2018 9:39:41 AM,Microsoft-Windows-Kernel-Power,520,(218),The brightness on this system is managed by high-precision brightness aware service.
Information,6/5/2018 9:39:38 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 9:39:04 AM,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \SystemRoot\System32\AppLocker\AppCache.dat (TM: {5DC093A9-68D5-11E8-8C64-28D2444507FA}, RM: {5DC093A8-68D5-11E8-8C64-28D2444507FA}) finished with result=0xC0000022 (Internal code=7)."
Information,6/5/2018 9:39:04 AM,Microsoft-Windows-Kernel-General,11,None,"TxR init phase for hive \SystemRoot\System32\AppLocker\AppCache.dat (TM: {553287F5-6869-11E8-8C63-28D2444507FA}, RM: {553287F4-6869-11E8-8C63-28D2444507FA}) finished with result=0xC0000022 (Internal code=0)."
Error,6/5/2018 9:39:01 AM,Service Control Manager,7000,None,"The Windows Presentation Foundation Font Cache 3.0.0.0 service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,6/5/2018 9:39:01 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the Windows Presentation Foundation Font Cache 3.0.0.0 service to connect.
Information,6/5/2018 9:38:27 AM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,6/5/2018 9:37:03 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 9:36:17 AM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,6/5/2018 9:36:11 AM,Microsoft-Windows-Time-Service,37,None,The time provider NtpClient is currently receiving valid time data from C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Information,6/5/2018 9:36:07 AM,Microsoft-Windows-Time-Service,37,None,The time provider NtpClient is currently receiving valid time data from C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Warning,6/5/2018 9:36:03 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,6/5/2018 9:36:02 AM,e1iexpress,32,None,"Intel(R) 82579LM Gigabit Network Connection
 Network link has been established at 1Gbps full duplex.
"
Information,6/5/2018 9:36:00 AM,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎06‎-‎05T15:35:52.667902600Z
Wake Time: ‎2018‎-‎06‎-‎05T15:35:59.262905300Z

Wake Source: Power Button"
Warning,6/5/2018 9:35:58 AM,e1iexpress,27,None,"Intel(R) 82579LM Gigabit Network Connection
 Network link is disconnected.
"
Information,6/5/2018 9:35:58 AM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,6/5/2018 9:35:58 AM,Microsoft-Windows-Kernel-Power,131,(33),"Firmware S3 times. ResumeCount: 1, FullResume: 1953, AverageResume: 1953"
Information,6/5/2018 9:35:58 AM,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎05T15:35:58.500000000Z from ‎2018‎-‎06‎-‎05T15:35:55.372241600Z.

Change Reason: System time synchronized with the hardware clock."
Information,6/5/2018 9:35:55 AM,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,6/5/2018 9:35:54 AM,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Button or Lid"
Information,6/5/2018 9:35:53 AM,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎05T15:35:53.917000000Z from ‎2018‎-‎06‎-‎05T15:35:53.922203900Z.

Change Reason: An application or system component changed the time."
Information,6/5/2018 9:35:54 AM,BROWSER,8033,None,The browser has forced an election on network \Device\NetBT_Tcpip_{16292CE8-F4C8-4D5F-AC01-46C988FCFA75} because a master browser was stopped.
Information,6/5/2018 9:35:38 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 9:33:47 AM,Microsoft-Windows-WinRM,10148,None,"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Information,6/5/2018 9:32:25 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 9:32:04 AM,BROWSER,8033,None,The browser has forced an election on network \Device\NetBT_Tcpip_{CFAF5E97-E3D1-4F0F-B282-9B1C710A19FF} because a master browser was stopped.
Information,6/5/2018 9:31:51 AM,Microsoft-Windows-TPM-WMI,1026,None,"The Trusted Platform Module (TPM) hardware on this computer cannot be provisioned for use automatically.  To set up the TPM interactively use the TPM management console (Start->tpm.msc) and use the action to make the TPM ready.

Error: The TPM provisioning action is not allowed by the specified flags.  For provisioning to be successful, one of several actions may be required.  The TPM management console (tpm.msc) action to make the TPM Ready may help.  For further information, see the documentation for the Win32_Tpm WMI method 'Provision'.  (The actions that may be required include importing the TPM Owner Authorization value into the system, calling the Win32_Tpm WMI method for provisioning the TPM and specifying TRUE for either 'ForceClear_Allowed' or 'PhysicalPresencePrompts_Allowed' (as indicated by the value returned in the Additional Information), or enabling the TPM in the system BIOS.)
Additional Information: 0x80011c"
Information,6/5/2018 9:31:32 AM,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,6/5/2018 9:31:32 AM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
dam"
Error,6/5/2018 9:31:32 AM,Service Control Manager,7000,None,"The NetMsmqActivator service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,6/5/2018 9:31:32 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the NetMsmqActivator service to connect.
Information,6/5/2018 9:31:28 AM,McAfee Service Controller,1,None,The mfetp MMS Service entered the running state.
Error,6/5/2018 9:31:26 AM,Service Control Manager,7000,None,"The NetPipeActivator service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion."
Error,6/5/2018 9:31:26 AM,Service Control Manager,7009,None,A timeout was reached (30000 milliseconds) while waiting for the NetPipeActivator service to connect.
Information,6/5/2018 9:31:11 AM,McAfee Service Controller,1,None,The mfedxl MMS Service entered the running state.
Information,6/5/2018 9:31:08 AM,Microsoft-Windows-Time-Service,35,None,The time service is now synchronizing the system time with the time source C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Information,6/5/2018 9:31:08 AM,McAfee Service Controller,1,None,The mfeatp MMS Service entered the running state.
Information,6/5/2018 9:31:07 AM,McAfee Service Controller,1,None,The mfehcs MMS Service entered the running state.
Information,6/5/2018 9:31:06 AM,McAfee Service Controller,1,None,The mfeesp MMS Service entered the running state.
Information,6/5/2018 9:31:04 AM,McAfee Service Controller,1,None,The mfefw MMS Service entered the running state.
Information,6/5/2018 9:31:04 AM,McAfee Service Controller,1,None,The mfefire MMS Service entered the running state.
Information,6/5/2018 9:31:01 AM,McAfee Service Controller,1,None,The mfecore MMS Service entered the running state.
Information,6/5/2018 9:30:59 AM,Microsoft-Windows-Time-Service,37,None,The time provider NtpClient is currently receiving valid time data from C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Information,6/5/2018 9:30:55 AM,Microsoft-Windows-Time-Service,37,None,The time provider NtpClient is currently receiving valid time data from C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Information,6/5/2018 9:30:56 AM,McAfee Service Controller,1,None,The mfevtp MMS Service entered the running state.
Warning,6/5/2018 9:30:55 AM,Microsoft-Windows-DNS-Client,8020,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : <?>
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs during the update request was because of a system problem. You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,6/5/2018 9:30:54 AM,Microsoft-Windows-Time-Service,37,None,The time provider NtpClient is currently receiving valid time data from C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Information,6/5/2018 9:30:54 AM,Microsoft-Windows-WAS,5211,None,The Windows Process Activation Service (WAS) started with 'Classic' mode using 'ConfigurationSystem'
Information,6/5/2018 9:30:52 AM,VMnetuserif,1,None,() Starting up the User Interface Driver for VMware Virtual Networks.
Information,6/5/2018 9:30:52 AM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Warning,6/5/2018 9:30:49 AM,Microsoft-Windows-Wininit,11,None,Custom dynamic link libraries are being loaded for every application. The system administrator should review the list of libraries to ensure they are related to trusted applications. Please visit http://support.microsoft.com/kb/197571 for more information.
Error,6/5/2018 9:30:48 AM,Service Control Manager,7001,None,"The NetTcpActivator service depends on the NetTcpPortSharing service which failed to start because of the following error: 
The service cannot be started, either because it is disabled or because it has no enabled devices associated with it."
Information,6/5/2018 9:30:48 AM,vmx86,34,None,"The description for Event ID 34 from source vmx86 cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 

VMX86.SYS: begin DriverEntry built @ 12:34:37
"
Error,6/5/2018 9:30:48 AM,NETLOGON,5719,None,"This computer was not able to set up a secure session with a domain controller in domain CORP due to the following: 
We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential, you can sign in with that credential. 
This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists, please contact your domain administrator.  

ADDITIONAL INFO 
If this computer is a domain controller for the specified domain, it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise, this computer sets up the secure session to any domain controller in the specified domain."
Information,6/5/2018 9:30:44 AM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\acnamihv.dll
"
Information,6/5/2018 9:30:43 AM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,6/5/2018 9:30:42 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2015‎-‎12‎-‎17T21:36:27.000000000Z) has successfully loaded and registered with Filter Manager."
Error,6/5/2018 9:30:42 AM,Service Control Manager,7000,None,"The CldFlt service failed to start due to the following error: 
The request is not supported."
Information,6/5/2018 9:30:42 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'luafv' (10.0, ‎2037‎-‎06‎-‎08T03:55:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:42 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'wcifs' (10.0, ‎2079‎-‎07‎-‎15T12:50:57.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:42 AM,Microsoft-Windows-DHCPv6-Client,51046,Service State Event,DHCPv6 client service is started
Information,6/5/2018 9:30:42 AM,Microsoft-Windows-Dhcp-Client,50103,Service State Event,DHCPv4 client registered for shutdown notification
Information,6/5/2018 9:30:42 AM,Microsoft-Windows-Dhcp-Client,50036,Service State Event,DHCPv4 client service is started
Information,6/5/2018 9:30:41 AM,Microsoft-Windows-Directory-Services-SAM,16962,None,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA).
For more information please see http://go.microsoft.com/fwlink/?LinkId=787651."
Information,6/5/2018 9:30:39 AM,Microsoft-Windows-Wininit,14,None,"Credential Guard (LsaIso.exe) configuration: 0x0, 0"
Information,6/5/2018 9:30:38 AM,e1iexpress,32,None,"Intel(R) 82579LM Gigabit Network Connection
 Network link has been established at 1Gbps full duplex.
"
Information,6/5/2018 9:30:36 AM,Microsoft-Windows-Ntfs,98,None,Volume \\?\Volume{167022d7-4dd4-11e6-8f1d-806e6f6e6963} (\Device\HarddiskVolume1) is healthy.  No action is needed.
Information,6/5/2018 9:30:35 AM,Microsoft-Windows-Kernel-Power,521,(220),Active battery count change.
Information,6/5/2018 9:30:35 AM,NETwNe64,7036,None,The \Device\NDMP5 service entered the Intel(R) Centrino(R) Advanced-N 6205 state.
Information,6/5/2018 9:30:35 AM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Information,6/5/2018 9:30:34 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 3 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2601
Maximum performance percentage: 100
Minimum performance percentage: 46
Minimum throttle percentage: 5"
Information,6/5/2018 9:30:34 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 2 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2601
Maximum performance percentage: 100
Minimum performance percentage: 46
Minimum throttle percentage: 5"
Information,6/5/2018 9:30:34 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 1 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2601
Maximum performance percentage: 100
Minimum performance percentage: 46
Minimum throttle percentage: 5"
Information,6/5/2018 9:30:34 AM,Microsoft-Windows-Kernel-Processor-Power,55,(47),"Processor 0 in group 0 exposes the following power management capabilities:

Idle state type: ACPI Idle (C) States (2 state(s))

Performance state type: ACPI Performance (P) / Throttle (T) States
Nominal Frequency (MHz): 2601
Maximum performance percentage: 100
Minimum performance percentage: 46
Minimum throttle percentage: 5"
Information,6/5/2018 9:30:28 AM,VMnetAdapter,36,None,() Starting up the Adapter Driver for VMware Virtual Networks.
Information,6/5/2018 9:30:28 AM,Microsoft-Windows-Kernel-Power,172,(203),"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Information,6/5/2018 9:30:28 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'npsvctrig' (10.0, ‎2097‎-‎07‎-‎25T04:18:05.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:28 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'hdlpflt' (10.0, ‎2017‎-‎12‎-‎07T06:22:28.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:28 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileCrypt' (10.0, ‎2030‎-‎05‎-‎28T02:10:59.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:27 AM,Microsoft-Windows-Ntfs,98,None,Volume C: (\Device\HarddiskVolume2) is healthy.  No action is needed.
Information,6/5/2018 9:30:25 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'mfehidk' (0.0, ‎2017‎-‎11‎-‎30T23:46:33.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:25 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'Wof' (10.0, ‎1974‎-‎03‎-‎11T16:47:45.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:25 AM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'FileInfo' (10.0, ‎2042‎-‎06‎-‎30T08:43:32.000000000Z) has successfully loaded and registered with Filter Manager."
Information,6/5/2018 9:30:25 AM,TPM,24,None,The Trusted Platform Module (TPM) status: Enabled and Active.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-Boot,32,None,The bootmgr spent 0 ms waiting for user input.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-Boot,18,None,There are 0x1 boot options on this system.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x0.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-Boot,20,(31),The last shutdown's success status was true. The last boot's success status was true.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-Boot,153,None,Virtualization-based security (policies: 0) is disabled.
Information,6/5/2018 9:30:42 AM,EventLog,6013,None,The system uptime is 17 seconds.
Information,6/5/2018 9:30:42 AM,EventLog,6005,None,The Event log service was started.
Information,6/5/2018 9:30:42 AM,EventLog,6009,None,Microsoft (R) Windows (R) 10.00. 15063  Multiprocessor Free.
Information,6/5/2018 9:30:24 AM,Microsoft-Windows-Kernel-General,12,(1),The operating system started at system time ‎2018‎-‎06‎-‎05T15:30:24.490771500Z.
Information,6/5/2018 9:30:04 AM,Microsoft-Windows-Kernel-General,13,(2),The operating system is shutting down at system time ‎2018‎-‎06‎-‎05T15:30:04.346298700Z.
Error,6/5/2018 9:29:47 AM,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the mfemms service.
Error,6/5/2018 9:29:47 AM,Service Control Manager,7011,None,A timeout (30000 milliseconds) was reached while waiting for a transaction response from the mozyprobackup service.
Information,6/5/2018 9:29:22 AM,Microsoft-Windows-Kernel-Power,109,(103),"The kernel power manager has initiated a shutdown transition.

Shutdown Reason: Kernel API"
Information,6/5/2018 9:29:18 AM,Microsoft-Windows-WLAN-AutoConfig,4001,None,"WLAN AutoConfig service has successfully stopped.
"
Warning,6/5/2018 9:29:18 AM,Microsoft-Windows-WLAN-AutoConfig,10002,None,"WLAN Extensibility Module has stopped.

Module Path: C:\WINDOWS\system32\acnamihv.dll
"
Information,6/5/2018 9:29:17 AM,Microsoft-Windows-Dhcp-Client,50037,Service State Event,DHCPv4 client service is stopped. ShutDown Flag value is 1
Information,6/5/2018 9:29:17 AM,Microsoft-Windows-DHCPv6-Client,51047,Service State Event,DHCPv6 client service is stopped. ShutDown Flag value is 1
Information,6/5/2018 9:29:17 AM,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎05T15:29:17.424000000Z from ‎2018‎-‎06‎-‎05T15:29:17.427081300Z.

Change Reason: An application or system component changed the time."
Information,6/5/2018 9:29:17 AM,Microsoft-Windows-Dhcp-Client,50106,Service State Event,DHCPv4 is waiting on DHCPv6 service to stop
Information,6/5/2018 9:29:17 AM,Microsoft-Windows-Dhcp-Client,50105,Service State Event,DHCPv4 client ProcessDHCPRequestForever received TERMINATE_EVENT
Information,6/5/2018 9:29:17 AM,Microsoft-Windows-Dhcp-Client,50104,Service State Event,DHCPv4 client received shutdown notification
Information,6/5/2018 9:29:18 AM,EventLog,6006,None,The Event log service was stopped.
Information,6/5/2018 9:29:17 AM,McAfee Service Controller,2,None,The mfehcs MMS Service entered the stopped state.
Information,6/5/2018 9:29:17 AM,McAfee Service Controller,4,None,The mfevtp MMS Service entered the Post-Shutdown state.
Information,6/5/2018 9:29:17 AM,McAfee Service Controller,4,None,The mfefire MMS Service entered the Post-Shutdown state.
Information,6/5/2018 9:29:14 AM,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,6/5/2018 9:29:05 AM,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (45212MLIU-7) has initiated the restart of computer 45212MLIU-7 on behalf of user CORP\mliu for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: restart
 Comment: "
Information,6/5/2018 9:28:24 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 9:27:02 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\mliu\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,6/5/2018 9:26:18 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJ1F8-XeroxCorp.PrintExperience
Information,6/5/2018 9:26:12 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJ1F8-XeroxCorp.PrintExperience
Information,6/5/2018 9:26:08 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH4WRDL-Microsoft.NET.Native.Runtime.1.4
Information,6/5/2018 9:26:08 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH4WRDL-Microsoft.NET.Native.Runtime.1.4
Information,6/5/2018 9:26:08 AM,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH3FRZM-Microsoft.VCLibs.140.00
Information,6/5/2018 9:25:58 AM,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH3FRZM-Microsoft.VCLibs.140.00
Information,6/5/2018 9:25:44 AM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\XeroxCorp.PrintExperience_6.242.10.0_x64__f7egpvdyrs2a8\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,6/5/2018 9:25:08 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information,6/5/2018 9:23:59 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:23:52 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,6/5/2018 9:23:26 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\svchost.exe (process ID:14200) reset policy scheme from {8C5E7FDA-E8BF-4A96-9A85-A6E23A8C635C} to {381B4222-F694-41F0-9685-FF5BB260DF2E}
Information,6/5/2018 9:23:25 AM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\svchost.exe (process ID:14200) reset policy scheme from {381B4222-F694-41F0-9685-FF5BB260DF2E} to {8C5E7FDA-E8BF-4A96-9A85-A6E23A8C635C}
Information,6/5/2018 9:23:15 AM,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,6/5/2018 9:23:08 AM,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
